"","condition","happy","depressed","fear","angry","calm","sounds","seeing","temperature","odors","depth","computations","thoughts","reasoning","remembering","beliefs","hungry","tired","pain","nauseated","safe","love","recognizing","communicating","guilt","disrespected","free_will","choices","self_restraint","intentions","goal","conscious","self_aware","desires","embarrassed","emo_recog","joy","morality","personality","pleasure","pride"
"682","robot",-3,-3,-3,-3,-3,2,1,1,0,1,3,-3,0,1,-3,-3,-3,-3,-3,-3,-3,1,2,-3,-3,-3,0,-1,-3,1,-3,0,-3,-3,-3,-3,-2,0,-3,-3
"683","robot",-3,-3,-3,-3,-3,3,3,3,3,3,3,2,3,3,-3,-3,-3,-3,-3,-3,-3,3,3,-3,-3,2,3,3,3,3,2,3,-3,-3,-3,-3,0,2,-3,-3
"684","beetle",-1,-2,-1,1,-3,3,1,3,2,-3,-3,0,-3,1,-3,3,1,2,2,-1,-1,0,0,-3,-3,1,1,-3,0,2,0,1,1,-3,-3,-1,-2,0,1,-1
"685","beetle",2,1,0,1,-1,-2,-2,1,-2,1,-1,2,-2,-2,1,0,1,-1,-1,0,0,2,-2,1,-2,-2,-2,-1,-2,-2,1,0,-1,-1,-1,-1,-1,2,0,-1
"686","robot",-3,-3,-3,-3,-3,-2,-3,-3,-3,-3,2,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,-3,-3,-3,-2,-3,-2,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"687","beetle",0,-1,-2,-1,-3,0,0,0,0,-2,-3,0,0,-1,-3,-1,-1,-3,0,-1,0,0,2,-1,-1,3,0,-3,0,0,2,1,1,-3,-2,-2,-1,-2,-1,0
"688","robot",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"689","beetle",-1,0,-1,-1,1,1,-1,2,2,0,-2,-1,1,0,-1,-1,-1,2,0,1,0,2,-1,-2,-1,1,-2,-1,2,0,1,-2,1,-1,-2,-1,-2,1,1,0
"690","robot",-3,-3,-3,-3,-3,3,2,-2,-3,-3,2,-3,-3,-1,-3,-3,-3,-3,-3,-3,-3,-3,1,-3,-3,0,3,-3,2,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"691","robot",-3,-3,-3,-3,-2,3,3,3,-3,0,3,-2,-2,0,-3,-3,-3,-3,-2,-2,-3,-1,3,-3,-3,-3,-1,3,-3,1,-3,-2,-3,-3,-3,-3,-2,1,-1,-3
"692","beetle",3,0,3,2,2,2,3,2,3,1,-3,2,1,2,-2,3,2,3,-1,2,2,0,2,0,0,1,3,2,2,2,3,1,2,-2,0,2,-2,1,3,-2
"693","beetle",1,1,3,1,3,3,3,3,3,3,1,2,1,2,0,3,3,3,3,3,0,3,3,1,1,3,3,3,3,3,0,3,3,1,2,1,3,3,2,1
"694","beetle",2,-2,2,1,2,2,2,2,2,2,-3,-2,-3,2,-3,2,2,2,-3,1,0,1,2,-3,0,2,2,2,0,-3,1,2,-3,-3,-3,1,-3,2,1,-3
"695","robot",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"696","robot",-2,-3,-3,-3,-2,2,1,0,-2,1,3,-1,-2,2,-2,-3,-3,-3,-3,-3,-3,2,2,-3,-3,-2,1,-2,1,2,0,-1,-2,-3,-1,-3,2,-1,-3,-3
"697","robot",-3,-3,-3,-3,1,2,1,2,1,1,3,2,-1,3,-1,-3,-3,-3,-3,-2,-3,1,3,-3,-3,-3,2,2,2,2,1,2,1,-3,-3,-3,2,-3,-3,-3
"698","robot",-1,-1,-1,-1,-1,0,1,0,0,0,1,-1,0,2,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-2,1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,0,-3,-1
"699","robot",-3,-3,-3,-3,-3,2,2,2,2,2,2,-3,-3,0,-3,-3,-3,-3,-3,-3,-3,0,2,-3,-3,-3,0,-3,-3,0,-3,-3,-3,-3,-3,-3,-3,-1,-3,-3
"700","beetle",-1,-3,0,1,-2,2,3,2,2,-1,-3,-2,-3,1,-3,3,1,2,-2,-2,-3,1,2,-3,-3,-3,-2,-3,-1,1,2,-3,-2,-3,-2,-3,-3,-3,1,-3
"701","beetle",-1,-3,1,0,-2,1,1,1,1,-2,-3,-3,-3,-1,-3,2,1,1,-2,-1,-3,-1,0,-3,-3,1,1,-3,1,2,-2,-2,-2,-3,-2,-1,-3,-2,-2,-3
"702","robot",-3,-3,-3,-3,-3,1,1,-3,-3,1,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"703","beetle",0,-1,0,-1,0,-1,-1,0,0,1,1,-2,-1,0,0,1,0,1,-1,1,-1,0,2,0,0,1,0,1,1,-1,-2,1,-1,0,-1,-1,-2,0,0,0
"704","robot",-3,-3,-3,-3,-3,1,-1,-2,0,1,1,-3,-3,-1,-3,-3,-3,-3,-3,-3,-3,-1,-3,-3,-3,-3,-1,-3,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"705","beetle",-3,-3,-3,-3,-3,-3,3,3,3,3,-3,-3,-3,-3,-3,3,-3,3,-3,-3,-3,-3,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"706","robot",-2,-3,-3,-1,1,3,3,-1,1,1,3,1,2,3,0,-3,-3,-3,-3,-2,-3,3,3,-3,-3,0,3,0,1,3,1,1,1,-3,-1,-2,1,2,-1,-1
"707","robot",-2,-3,-3,-3,-3,-1,-3,2,-3,1,0,-3,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-1,-3,-3,-3,0,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"708","robot",0,1,-1,-3,0,-2,-1,-1,-1,-3,-3,-1,0,0,-2,-1,-3,0,-1,-3,-3,-1,0,0,-1,0,-2,-1,-1,-1,0,-1,-3,1,-1,-1,0,-1,0,-2
"709","robot",0,-3,-3,-3,-1,3,-3,-3,-3,-3,-3,0,-3,-3,-3,-3,-3,-3,-3,0,-1,-3,-1,-3,-3,-3,-1,-3,-3,0,1,-3,-3,-3,-3,-3,-2,-3,0,-3
"710","beetle",-3,-3,1,-3,-3,1,2,1,1,-3,-3,-3,-3,-3,-3,2,-3,2,-3,-3,-3,-3,2,-3,-3,2,-3,-3,-1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"711","robot",-3,-3,-3,-3,-3,-3,-2,-1,-3,-3,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2,-2,-3,-3,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2,-3,-3
"712","robot",2,0,2,2,1,1,1,3,0,1,1,0,-1,1,2,3,0,2,1,-1,1,2,1,0,-1,0,0,-1,2,1,0,-1,2,0,1,0,-2,0,1,1
"713","beetle",-2,0,2,-3,-1,3,1,3,1,0,-3,-1,-3,0,-3,3,0,3,0,1,-1,-2,0,-3,-2,2,3,-2,0,0,3,-1,0,-3,-3,0,-3,-2,1,-3
"714","robot",-3,-1,-3,-3,-3,3,-3,3,0,3,3,-3,-3,2,-3,-3,-3,-3,-3,-3,-3,3,3,-3,-3,-3,1,-2,-3,-3,-3,-3,-3,-3,-1,-3,-3,-3,-3,-3
"715","robot",-3,-3,-3,-3,-3,-1,-2,0,-3,-1,2,-3,-3,-2,-3,-3,-3,-3,-3,-3,-3,-2,0,-3,-3,-3,0,-3,-1,0,-3,-3,-3,-3,-2,-3,-3,-3,-3,-3
"716","robot",-3,-3,-3,-3,-3,1,2,1,-3,1,3,-3,-2,2,-3,-3,-3,-3,-3,-3,-3,0,3,-3,-3,-3,-2,-3,-3,1,-3,-3,-3,-3,-3,-3,-3,-2,-3,-2
"717","beetle",-3,-3,-3,-3,-3,3,3,3,2,-3,-3,-3,-3,-3,-3,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"718","beetle",-3,-3,3,-1,-2,3,3,3,3,0,-3,0,-2,2,-3,3,3,3,0,2,-3,-3,3,-3,-3,3,2,-3,2,0,2,-2,-3,-3,-3,-3,-3,-3,-3,-3
"719","beetle",-2,-3,2,-3,0,3,3,3,2,-3,-3,1,-1,0,-3,3,2,3,-3,-1,-3,-3,1,-3,-3,1,-1,-2,0,-3,2,1,0,-3,-3,-3,-3,-1,0,-3
"720","robot",-3,-3,-3,-3,-3,2,-3,-2,0,-2,0,-1,1,1,0,-3,-3,-3,-3,-3,-3,2,0,-3,-3,-3,2,-1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"721","beetle",-3,-3,2,-3,-2,2,0,2,2,2,-3,-2,-3,-1,-3,3,1,2,0,0,-1,-2,1,-3,-3,-2,1,-3,-1,-3,1,-3,1,-3,-3,-3,-3,-1,0,-3
"722","robot",-2,-2,-2,1,-3,3,0,1,-2,0,1,-2,-2,1,-3,-3,1,-1,-1,1,-2,1,-1,-1,-3,-2,-3,-2,-3,0,-3,-1,-3,-1,-2,0,-1,1,-3,-1
"723","beetle",-2,-3,2,0,2,3,3,3,3,0,-3,-2,-3,2,-3,3,2,1,0,2,-3,2,3,-3,-3,2,3,-3,3,3,1,-1,1,-3,-3,-2,-3,0,3,-3
"724","beetle",-3,-3,-3,-3,-3,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,1,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-1,-3,-3,-3,-3,-3,-3,-3,-3
"725","robot",-2,-3,-2,-3,-2,2,2,2,2,2,2,2,0,3,-3,-3,-2,-2,-2,2,-2,2,2,-2,1,-2,1,-2,2,2,0,1,-1,-1,2,-1,2,1,0,-1
"726","beetle",-2,-2,3,-1,-2,3,3,3,3,3,-2,0,-2,3,-1,3,3,3,-1,3,-3,3,2,-3,-2,2,2,-2,2,1,3,0,-2,-2,-2,-1,-2,-1,0,-2
"727","robot",-3,-3,-3,-3,-3,3,3,3,3,2,2,-3,-3,3,-3,-3,-3,-3,-3,-3,-3,2,3,-3,-3,-3,-3,-3,-3,3,-3,-3,-3,-3,0,-3,2,-3,-3,-3
"728","beetle",0,0,0,0,0,2,0,3,3,3,0,1,1,0,-2,3,1,1,-2,1,0,0,0,0,0,1,1,0,1,2,1,2,0,0,-2,0,-2,0,0,-2
"729","beetle",-2,-3,3,1,0,2,-1,2,0,1,-3,-3,-3,-2,-3,3,2,2,2,-2,-3,-3,0,-3,-3,-2,-3,-2,2,0,-1,0,1,-3,-3,-2,-3,-3,0,-3
"730","beetle",0,-2,2,-1,-1,3,3,2,1,-3,-3,-2,-3,1,-3,2,1,2,-2,1,-3,-2,2,-3,-3,2,0,-3,1,0,-1,-2,-1,-3,-2,-1,-3,-1,0,-3
"731","beetle",0,0,3,3,2,3,3,3,3,3,-2,-2,1,0,-3,3,3,3,0,3,-3,1,3,-3,-1,0,3,-1,3,3,1,0,3,-3,-1,-1,-3,-1,0,-3
"732","robot",-3,-3,-3,-3,-3,3,3,3,3,-3,3,-2,-3,3,-3,-2,-2,-3,-3,-3,-3,2,-1,-3,-3,-1,1,-3,-2,3,-3,-3,-3,-3,-3,-3,0,-3,-3,-3
"733","robot",-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,0,-2,-1,-2,0,-1,2,-1,1,-1,-1,0,1,0,1,0,1,-2,-1,0,-1,-1,0,0,-1
"734","robot",-2,-3,-2,-2,-1,3,3,3,3,3,3,-3,3,3,-3,-3,-3,-3,-3,-1,-3,3,3,-2,-3,-3,3,2,1,3,-3,-3,-3,-3,2,-3,2,2,-3,-3
"735","robot",-3,-3,-3,-3,-2,2,0,2,0,0,3,-3,1,0,-3,-3,-3,-3,-3,-3,-3,2,0,-3,-3,-3,-3,-3,0,2,0,-1,-3,-3,-1,-3,0,0,-3,-3
"736","beetle",0,-3,2,0,1,3,3,3,3,3,-2,0,-1,0,-3,3,1,3,-2,2,-3,1,3,-3,-3,1,3,1,2,1,3,1,0,-3,-2,0,-3,-2,2,-2
"737","robot",-2,-3,-2,-3,-2,1,-1,1,2,2,3,-2,1,2,-1,-3,-3,-3,-2,-2,-3,1,-1,-2,-3,-2,-1,-1,-2,0,-3,-2,-2,-3,0,-3,-1,-1,-3,-2
"738","robot",-3,-3,-3,-3,-3,1,-1,2,-1,2,2,-3,-1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,-3,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"739","beetle",-3,-3,-2,-3,-3,2,2,-1,1,1,-3,0,-2,-1,-3,2,0,-3,-3,0,-3,-2,-1,-3,-3,-2,2,-2,1,2,-3,-2,-2,-3,-2,-2,-3,-2,-2,-3
"740","robot",-3,-3,-3,-3,-3,1,1,1,1,1,1,-3,1,1,-3,-3,-3,-3,-3,-3,-3,1,1,-3,-3,-3,1,3,-3,2,-3,-3,-3,-3,0,-3,1,-3,-3,-3
"741","robot",-3,-3,-3,-3,-3,3,-3,3,3,-3,3,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-1,-3,-3,-3,-1,-3,-3,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"742","robot",-1,-3,-1,-2,0,3,1,2,0,2,3,-2,-1,2,-3,-3,-2,-3,-3,-2,-3,2,1,-3,-3,-3,0,-2,0,0,-2,-1,-2,-3,-1,-1,-3,-2,0,-3
"743","beetle",-3,-3,1,-3,-3,2,1,-1,1,1,-3,-3,-3,1,-3,3,0,-3,-3,1,-3,-3,0,-3,-3,-3,0,-3,3,1,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3
"744","beetle",-3,-3,1,-3,-1,3,3,3,3,0,0,-3,-3,1,-3,3,-3,-3,0,-3,-3,-1,3,-3,-3,0,1,-2,1,1,-3,-3,-1,-3,-3,-3,-3,-3,-1,-3
"745","beetle",-3,-3,3,-3,-1,2,2,3,2,2,-3,-3,-3,-3,-3,3,2,-1,1,-1,-3,-3,-1,-3,-3,-1,1,-3,-1,-2,3,-3,-3,-3,-3,-3,-3,-3,-2,-3
"746","beetle",2,-1,3,1,2,3,3,3,2,2,-1,1,1,1,-1,3,2,3,1,2,2,1,3,-2,-3,2,3,-1,2,2,3,2,3,0,-2,1,-2,1,2,-2
"747","beetle",-3,-3,-2,-2,-2,-3,2,3,3,-1,-3,-3,-3,-3,-2,3,-2,-2,-1,-2,-2,0,-2,-3,-3,-3,-1,-3,-1,3,0,-3,-2,-3,-3,-3,-3,-3,-3,-3
"748","beetle",-1,-2,-2,-2,-1,-2,-1,1,2,-2,-1,1,-1,2,-2,-2,0,-2,-2,2,-2,-1,0,-2,-2,-2,1,-1,-1,-2,-1,0,-2,-1,-2,0,1,-1,2,-2
"749","robot",-2,-3,-2,-2,1,2,1,3,-2,0,3,-2,-2,2,-3,-3,-3,-3,-3,-3,-3,2,0,-3,-3,-1,0,-3,-1,0,-3,-3,-2,-3,-2,-3,-3,-2,-3,-2
"750","robot",-3,-3,-3,-3,1,3,3,2,-2,2,3,-3,1,3,-3,-3,-3,-3,-3,-3,-3,2,3,-3,-3,-3,2,1,-1,0,-3,2,-3,-3,-1,-3,-1,-1,-3,-3
"751","beetle",-1,-2,0,-1,1,3,3,1,2,0,-2,0,-1,1,-2,3,-2,3,-2,-2,-2,0,1,-3,-2,1,0,-2,-1,0,3,-1,-1,-2,-2,-3,-2,-2,-1,-2
"752","robot",-1,-1,-1,-1,-1,3,3,3,2,2,3,-1,-1,2,-1,-3,-2,-2,-3,-1,-1,2,3,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-2,-1,-1,-1,0,-1,-1
"753","robot",-3,-3,-3,-3,-3,3,3,3,3,3,3,-3,3,3,-3,-3,-3,-3,-3,-3,-3,3,3,-3,-3,-3,3,0,0,3,-3,-3,-3,-3,1,-3,0,-3,-3,-3
"754","robot",-3,-3,-3,-3,-3,3,3,3,-2,3,3,-3,-3,1,-3,-3,-3,-3,-3,-3,-3,1,-1,-3,-3,-3,1,-3,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"755","robot",-3,-3,-3,-3,-3,3,-3,-3,-3,-3,3,-3,-3,3,-3,-3,-3,-3,-3,-3,-3,-3,2,-3,-3,-3,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"756","beetle",-2,-2,3,2,2,3,3,3,3,2,-3,2,-2,-2,-3,3,2,3,-2,0,-2,3,3,-3,-2,3,3,0,3,1,3,3,1,-3,0,-2,-2,-3,-2,-1
"757","beetle",-3,-3,1,2,0,3,3,2,2,1,-2,-3,-2,-2,-3,3,3,2,-3,-1,-3,-2,3,-3,-3,-1,2,-3,1,1,-3,-3,-2,-3,-3,-3,-3,-3,0,-3
"758","beetle",-1,-2,2,0,1,1,3,0,2,2,-3,2,0,1,-2,2,1,2,0,0,0,1,0,-2,-2,0,2,-2,1,1,2,1,0,-3,-1,-1,-2,-2,0,-2
"759","beetle",-2,-2,-1,-2,-3,2,-1,1,1,-2,-3,-3,1,-2,-3,1,-2,2,-3,-2,-3,-3,-1,-2,-3,1,-2,-3,-2,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,0
"760","beetle",-2,0,-1,0,-1,-2,0,0,-1,-2,-1,0,-1,-2,-1,0,-1,-2,0,-1,0,-2,0,-1,-1,-1,-1,1,0,-2,-1,-1,0,-1,0,-1,0,-1,-1,-1
"761","beetle",-2,-3,1,-2,-2,3,3,3,3,3,-2,0,-2,3,-1,3,3,2,0,2,-3,2,3,-3,-2,1,3,-1,0,2,3,1,0,-2,-1,-1,-3,-2,-1,-3
"762","robot",-3,-3,-3,-3,-3,2,-2,3,-1,2,3,-3,-2,3,-3,-3,-3,-3,-3,-3,-3,-1,0,-3,-3,-3,0,-3,0,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"763","robot",-3,-3,-3,-3,-3,3,3,3,1,0,2,-3,1,3,-3,-3,-3,-3,-3,-3,-3,3,3,-3,-1,-3,1,-3,-3,3,-3,0,-3,-3,-3,-3,-3,-3,-3,-3
"764","robot",2,1,-1,-2,-2,0,2,2,3,2,-1,0,0,1,2,3,0,3,2,-1,0,2,1,0,1,0,1,2,3,-1,-1,-2,2,-1,0,-2,2,-1,-1,1
"765","robot",-3,-3,-3,-3,-3,3,0,1,-3,-2,3,-3,-1,3,-3,-3,-3,-3,-3,-3,-3,1,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"766","robot",-3,-3,-3,-3,-3,3,1,-1,-1,1,3,-1,-1,1,-3,-3,-3,-3,-3,-3,-3,0,-3,-3,-3,0,0,-3,-3,0,-3,-1,-2,-3,-3,-3,-3,0,-3,-3
"767","robot",-3,-3,-3,-3,-3,2,-3,-1,-1,0,3,-3,-1,0,-3,-3,-3,-3,-3,-3,-3,-3,0,-3,-3,-3,0,-3,-3,-3,-2,0,-3,-3,-1,-3,-3,0,-3,-3
"768","beetle",2,-3,2,-3,3,3,3,3,2,1,-3,0,-1,0,-2,2,1,2,-3,3,-3,-3,3,-3,-3,0,2,-3,3,0,3,-3,0,-3,-1,0,-3,0,-2,-3
"769","robot",-3,-3,-2,-3,-3,2,1,2,1,1,3,-3,-2,1,-2,-2,-2,-3,-3,-3,-2,-3,0,-2,-2,-2,-3,-2,-3,-3,-3,-2,-2,-3,-2,-2,-2,-2,-3,-2
"770","robot",-3,-3,-3,-3,-3,3,3,3,3,3,3,-3,-1,3,-3,-3,-3,-3,-3,-3,-3,3,3,-3,-3,-3,0,-3,-1,3,-2,3,-3,-3,-1,-3,-1,-1,-3,-3
"771","beetle",-2,-2,2,-2,-1,3,2,1,2,1,-3,1,-2,1,-3,3,3,3,-1,1,-3,-2,1,-3,-3,-1,-2,-3,2,2,2,-1,-2,-3,-1,0,-3,-2,1,-3
"772","robot",0,-1,-1,-1,0,2,1,1,1,1,3,1,3,3,0,-2,-1,-2,-2,1,-1,1,2,-1,-1,0,3,1,1,2,-1,0,0,-1,1,0,1,1,-1,0
"773","beetle",0,-2,3,1,1,3,2,2,2,0,-3,-1,-1,-2,-2,3,1,3,0,2,-2,-3,-1,-3,0,0,0,-2,1,3,2,-2,1,-3,-3,0,-3,-2,1,-1
"774","robot",-3,-3,-3,-3,-3,2,-1,2,2,-3,3,-2,2,1,-3,-3,-3,-3,-3,-3,-3,1,-1,-3,-3,-3,1,-3,-3,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"775","robot",-3,-3,-3,-3,-3,3,-2,0,-3,0,3,-3,-3,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-1,0,-1,-1,-1,-2,-1,-1,-3,-2,-3,-1,0,-3,-3
"776","beetle",-3,-3,-3,-3,-3,3,0,-1,0,-1,-3,-2,-3,-1,-3,1,-3,0,-3,-1,-3,-1,-1,-3,-3,-1,0,-3,0,-3,-2,-3,0,-3,-3,-3,-3,-3,-3,-3
"777","beetle",-2,-3,2,0,1,3,3,3,3,2,-2,0,-1,0,-2,3,1,3,2,2,-1,0,3,-3,-2,-2,1,-2,2,1,1,0,2,-3,-2,1,-2,0,1,-2
"778","robot",-3,-3,-3,-3,-3,3,0,3,-1,3,3,0,1,3,-3,-3,-3,-3,-3,-3,-3,2,3,-3,-3,-3,0,-1,1,3,-3,-3,-3,-3,-3,-3,-3,-2,-3,-3
"779","beetle",-3,-3,-2,-2,-3,3,3,2,3,1,-3,-2,-2,-2,-1,3,-2,3,-2,-1,-3,-3,2,-3,-3,-2,3,-3,-1,2,1,-1,2,-3,-2,-3,-3,-2,-1,-3
"780","beetle",-3,-3,-1,-3,-1,2,2,2,1,0,-3,-2,-2,-2,-3,3,-1,3,-3,-2,-3,-2,0,-3,-3,3,2,-3,2,-2,2,-1,-3,-3,-3,-3,-3,-3,-1,-3
"781","beetle",-3,-3,-3,-3,-3,0,1,-1,-1,1,-3,-2,-2,-2,-3,-2,-2,-1,-3,-3,-3,-3,-1,-3,-3,-3,2,-3,-1,1,-3,-3,-3,-3,-3,-3,-2,-2,-3,-3
"782","robot",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"783","robot",-3,-3,-3,-3,0,3,2,1,-3,0,1,-3,0,3,-3,-3,-3,-3,-3,0,1,3,0,-3,1,-3,1,-3,3,0,0,1,-3,0,0,-3,-3,-3,-2,1
"784","robot",-3,-3,-3,-3,-3,3,3,3,3,3,3,3,3,3,-3,-3,-3,-3,-3,-3,-3,3,3,-3,-3,-3,3,3,0,3,-3,1,-3,-3,-2,-3,1,-2,-3,-3
"785","beetle",-3,-3,2,2,-1,2,3,3,2,-3,-3,-3,-3,-3,-3,3,3,3,-3,2,-3,-3,2,-3,-3,-3,-3,-3,3,3,3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"786","robot",-3,-3,-3,-3,-3,-1,-2,-1,-1,-1,-1,-2,-1,-1,-3,-3,-3,-3,-3,-3,-3,-1,-1,-3,-3,-3,-1,-3,-2,-1,-2,-3,-3,-3,-2,-3,-2,-3,-3,-3
"787","beetle",3,1,3,0,2,-1,3,3,3,-2,-3,-1,-3,-1,-3,3,1,3,-2,1,-3,-1,-1,-2,-3,0,-2,-3,-1,3,3,-1,-2,-2,-3,-1,-2,-2,0,-3
"788","beetle",1,-3,2,0,1,3,3,3,3,3,-2,0,0,0,-3,3,3,3,0,3,-3,0,0,-3,-3,3,3,-3,1,1,3,1,1,-3,0,1,-3,0,0,0
"789","beetle",-3,-3,-3,-3,-3,0,0,0,0,0,-3,0,-3,-3,-3,0,-3,0,-3,0,-3,-3,0,-3,-3,0,0,-3,0,0,0,-3,-3,-3,-3,-3,-3,-3,0,-3
"790","robot",-3,-3,-3,-3,-3,3,3,3,1,0,3,-3,0,3,-3,-3,-3,-3,-3,-3,-3,1,3,-3,-3,-3,3,-3,-3,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"791","robot",-3,-3,-3,-3,-3,3,-3,3,3,3,3,-3,-3,3,-3,-3,-3,-3,-3,-3,-3,3,3,-3,-3,-3,3,-3,-3,3,3,3,-3,-3,-3,-3,-3,-3,-3,-3
"792","beetle",-3,-3,-3,-3,-3,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"793","robot",-2,-3,-3,-2,2,2,-1,2,1,0,2,-3,1,2,-2,-3,-3,-3,-2,-3,-3,-2,1,-2,-3,-3,0,-3,0,1,-3,-1,-3,-3,-1,-3,-3,0,-3,-3
"794","beetle",-3,-3,-3,-3,-3,-3,1,2,-3,-3,-3,-3,-3,-3,-3,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"795","beetle",3,0,3,3,2,3,3,3,3,0,-3,0,-2,2,-3,3,3,3,3,3,3,0,3,-3,-3,3,3,-2,3,3,-2,3,3,-3,-3,3,-3,0,3,-3
"796","beetle",-3,-3,-3,-3,-3,-3,1,2,2,2,-3,-3,-3,1,-3,3,2,2,-3,-3,-3,-3,-3,-3,-3,1,-3,1,2,-3,2,-1,-3,-3,-3,-3,-3,-3,-3,-3
"797","robot",-3,-3,-3,-3,-3,3,3,3,3,-3,3,-3,3,3,-3,-3,-3,-3,-3,-3,-3,3,3,-3,-3,-3,0,-1,-3,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"798","robot",-3,-3,-3,-3,-3,1,1,2,-3,-3,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1,-3,-3,-3,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"799","beetle",-3,-3,-2,-3,-3,-2,-2,-2,-3,-2,-3,-2,-3,-3,-3,-2,-2,-3,-3,-2,-3,-3,-2,-3,-3,-2,-2,-3,-2,0,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3
"800","beetle",-1,-2,-1,-1,-1,1,3,-1,1,-1,-1,-1,-2,-1,-1,-1,-1,0,-2,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-2,-1,-1,-1,-2,-1,0,-2,0,-1
"801","robot",-3,-3,-3,-3,-3,1,1,3,1,3,3,-3,-1,3,-3,-3,-3,-3,-3,-3,-3,-3,0,-3,-3,-3,-1,-3,3,1,-3,-3,-3,-3,-3,-3,-3,-2,-3,-3
"802","beetle",-1,-1,-2,0,0,1,-1,0,0,0,-2,-2,-2,-2,-2,1,-2,-2,0,-1,0,-1,0,0,-1,-2,-2,-1,0,0,-1,0,-2,-2,-2,-2,-1,-2,0,-2
"803","beetle",0,-1,3,-3,-3,3,3,-2,3,-2,-1,0,-1,-2,-2,3,0,3,3,3,-3,-2,-3,-3,3,3,0,-2,-1,-2,0,3,-1,-3,-1,0,3,-3,-3,-3
"804","robot",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
